type	latitude	longitude	altitude (m)	name	desc
T	-12.015029848	-76.960592705	290.7		
T	-12.014873501	-76.960911958	288.3		
T	-12.014850727	-76.961180026	287.7		
T	-12.014863129	-76.961442181	287.0		
T	-12.014869363	-76.961573335	286.7		
T	-12.014910980	-76.961732357	286.4		
T	-12.014957180	-76.961989652	286.8		
T	-12.014997119	-76.962115872	287.1		
T	-12.015070825	-76.962236881	286.9		
T	-12.015075355	-76.962335300	287.1		
T	-12.015078373	-76.962400918	287.2		
T	-12.015088947	-76.962630594	286.9		
T	-12.015030648	-76.962837617	286.6		
T	-12.015002987	-76.962974068	286.3		
T	-12.015007502	-76.963072842	285.9		
T	-12.014979878	-76.963209222	285.5		
T	-12.014923114	-76.963449582	285.1		
T	-12.014929497	-76.963580770	285.1		
T	-12.014937477	-76.963744765	285.1		
T	-12.014945456	-76.963908775	285.1		
T	-12.014953435	-76.964072803	285.1		
T	-12.015063266	-76.964220029	284.5		
T	-12.015097185	-76.964214432	284.4		
T	-12.015331104	-76.964109670	283.4		
T	-12.015393003	-76.963966965	283.1		
T	-12.015422411	-76.963862895	283.0		
T	-12.015545392	-76.963578672	282.4		
T	-12.015531214	-76.963387517	282.4		
T	-12.015587649	-76.963182277	282.5		
T	-12.015648163	-76.963041514	282.4		
T	-12.015737631	-76.962797647	282.2		
T	-12.015728526	-76.962601597	282.6		
T	-12.015719420	-76.962405579	282.9		
T	-12.015645065	-76.962252050	283.5		
T	-12.015540247	-76.962168666	284.1		
T	-12.015501110	-76.962042439	284.3		
T	-12.015426071	-76.961854806	284.6		
T	-12.015388198	-76.961761384	284.7		
T	-12.015385303	-76.961695846	284.6		
T	-12.015376619	-76.961499252	285.0		
T	-12.015435321	-76.961292931	285.3		
T	-12.015486600	-76.960991309	285.9		
T	-12.015546201	-76.960852461	286.0		
T	-12.015540695	-76.960721385	287.0		
T	-12.015535143	-76.960590413	288.1		
T	-12.015563571	-76.960488349	288.7		
T	-12.015588078	-76.960287908	290.1		
T	-12.015616527	-76.960084378	291.4		
T	-12.015612499	-76.959918548	295.4		
T	-12.015609024	-76.959752373	302.3		
T	-12.015613441	-76.959613725	307.9		
T	-12.015741326	-76.959287913	319.9		
T	-12.015780749	-76.959090154	326.4		
T	-12.015845446	-76.958808009	332.3		
T	-12.015829540	-76.958587275	338.0		
T	-12.015813849	-76.958399527	343.0		
T	-12.015739570	-76.958181263	348.9		
T	-12.015756779	-76.958003751	350.8		
T	-12.015796895	-76.957777856	352.9		
T	-12.015910364	-76.957657185	351.5		
T	-12.016004336	-76.957483892	351.0		
T	-12.016013682	-76.957364221	348.5		
T	-12.016011935	-76.957186011	345.2		
T	-12.016008825	-76.957040644	342.6		
T	-12.015983798	-76.956924851	341.3		
T	-12.015921754	-76.956666706	338.8		
T	-12.015830444	-76.956557316	340.5		
T	-12.015737076	-76.956415310	341.8		
T	-12.015696854	-76.956290841	341.4		
T	-12.015690388	-76.956063119	338.1		
T	-12.015682458	-76.955737390	338.5		
T	-12.015750563	-76.955696384	337.9		
T	-12.015890296	-76.955579581	338.5		
T	-12.015979544	-76.955395961	343.0		
T	-12.016054380	-76.955285971	344.9		
T	-12.016254469	-76.954891185	351.3		
T	-12.016369589	-76.954528300	355.4		
T	-12.016366915	-76.954270021	361.2		
T	-12.016271338	-76.954148877	367.1		
T	-12.016263421	-76.954055050	366.8		
T	-12.016247830	-76.953900046	366.3		
T	-12.016190554	-76.953578839	366.1		
T	-12.016176145	-76.953423197	365.4		
T	-12.016159442	-76.953235943	361.8		
T	-12.016114651	-76.952897343	351.4		
T	-12.016072496	-76.952806537	349.6		
T	-12.016051796	-76.952684625	346.0		
T	-12.016035170	-76.952593300	343.4		
T	-12.016028527	-76.952409500	336.7		
T	-12.016086537	-76.952220102	327.2		
T	-12.016102859	-76.951938178	315.4		
T	-12.015998118	-76.951792607	311.6		
T	-12.015911902	-76.951738455	310.8		
T	-12.015840196	-76.951556158	306.6		
T	-12.015720047	-76.951373517	303.8		
T	-12.015742882	-76.951275771	301.6		
T	-12.015800661	-76.951207602	299.8		
T	-12.015903892	-76.950976762	294.6		
T	-12.016027973	-76.950741211	291.8		
T	-12.016016296	-76.950516074	292.4		
T	-12.015979764	-76.950454060	292.6		
T	-12.016034460	-76.950224365	293.2		
T	-12.016155124	-76.949925653	293.5		
T	-12.016150375	-76.949829272	293.4		
T	-12.016302413	-76.949561875	293.0		
T	-12.016355309	-76.949333363	292.8		
T	-12.016351135	-76.949237072	292.7		
T	-12.016343212	-76.949044481	292.9		
T	-12.016301349	-76.948854042	293.4		
T	-12.016163112	-76.948797664	293.6		
T	-12.016088434	-76.948640876	294.2		
T	-12.016148930	-76.948476786	294.8		
T	-12.016208950	-76.948344567	295.1		
T	-12.016237284	-76.948246798	295.2		
T	-12.016259367	-76.948020594	295.7		
T	-12.016250410	-76.947828206	296.2		
T	-12.016274698	-76.947602187	296.7		
T	-12.016263834	-76.947377963	297.0		
T	-12.016357969	-76.947277098	296.9		
T	-12.016524137	-76.947301172	296.7		
T	-12.016585816	-76.947202151	296.4		
T	-12.016576769	-76.947010470	296.1		
T	-12.016567770	-76.946818825	295.8		
T	-12.016557019	-76.946531607	295.8		
T	-12.016655844	-76.946527404	295.4		
T	-12.016747730	-76.946395615	295.7		
T	-12.016772158	-76.946234829	296.0		
T	-12.016791539	-76.945978479	296.4		
T	-12.016842330	-76.945689231	296.7		
T	-12.016901573	-76.945559506	296.8		
T	-12.016893942	-76.945400440	297.0		
T	-12.016885047	-76.945209625	297.3		
T	-12.016876667	-76.945018857	297.5		
T	-12.016895993	-76.944731716	298.5		
T	-12.016954350	-76.944571004	299.2		
T	-12.016945966	-76.944380540	299.9		
T	-12.016938361	-76.944221752	300.5		
T	-12.017064055	-76.944091691	301.1		
T	-12.017095635	-76.944059265	301.2		
T	-12.017185402	-76.943866945	301.4		
T	-12.017172661	-76.943613319	301.6		
T	-12.017133594	-76.943487166	301.7		
T	-12.017160052	-76.943359759	301.8		
T	-12.017150777	-76.943169672	302.1		
T	-12.017174503	-76.942979207	302.5		
T	-12.017168494	-76.942852603	302.7		
T	-12.017163966	-76.942757633	302.9		
T	-12.017218140	-76.942503949	303.3		
T	-12.017208253	-76.942313890	304.0		
T	-12.017233719	-76.942155638	304.4		
T	-12.017260679	-76.942029063	304.7		
T	-12.017287624	-76.941902569	305.1		
T	-12.017347016	-76.941775881	305.2		
T	-12.017335685	-76.941523674	305.4		
T	-12.017326138	-76.941334114	305.2		
T	-12.017381934	-76.941113705	304.8		
T	-12.017406795	-76.940955971	304.5		
T	-12.017392995	-76.940672205	305.1		
T	-12.017383796	-76.940483061	306.0		
T	-12.017376132	-76.940325459	306.7		
T	-12.017368467	-76.940167875	307.4		
T	-12.017425431	-76.940010502	308.0		
T	-12.017418391	-76.939853375	308.4		
T	-12.017316781	-76.939758405	308.7		
T	-12.017214686	-76.939663110	309.0		
T	-12.017176246	-76.939536828	309.3		
T	-12.017170412	-76.939410861	309.5		
T	-12.017158749	-76.939158975	310.0		
T	-12.017186977	-76.939064977	310.4		
T	-12.017309932	-76.938909555	310.9		
T	-12.017308473	-76.938878120	311.0		
T	-12.017335028	-76.938752824	311.5		
T	-12.017355746	-76.938501974	312.4		
T	-12.017317104	-76.938375539	312.8		
T	-12.017243135	-76.938185664	313.0		
T	-12.017367004	-76.938062497	313.0		
T	-12.017439561	-76.938220978	313.0		
T	-12.017582913	-76.938506084	312.3		
T	-12.017619774	-76.938600761	311.9		
T	-12.017628593	-76.938788911	311.2		
T	-12.017602031	-76.938913846	310.8		
T	-12.017607639	-76.939039176	310.3		
T	-12.017613460	-76.939164654	309.9		
T	-12.017619496	-76.939290300	309.6		
T	-12.017627048	-76.939447347	309.2		
T	-12.017634598	-76.939604431	308.8		
T	-12.017643659	-76.939792948	308.3		
T	-12.017717802	-76.939982103	307.8		
T	-12.017756114	-76.940107892	307.3		
T	-12.017763458	-76.940264817	306.7		
T	-12.017766394	-76.940327594	306.5		
T	-12.017745724	-76.940578633	305.5		
T	-12.017750131	-76.940672858	305.2		
T	-12.017757478	-76.940829908	304.6		
T	-12.017761885	-76.940924153	304.7		
T	-12.017770820	-76.941112695	304.8		
T	-12.017679211	-76.941238529	304.7		
T	-12.017652664	-76.941364460	304.8		
T	-12.017654112	-76.941395923	304.8		
T	-12.017599976	-76.941616701	305.0		
T	-12.017618429	-76.941994957	304.2		
T	-12.017593632	-76.942152877	303.8		
T	-12.017570357	-76.942342436	303.3		
T	-12.017578052	-76.942500168	302.9		
T	-12.017584208	-76.942626366	302.6		
T	-12.017590982	-76.942783812	302.2		
T	-12.017596984	-76.942909985	301.9		
T	-12.017571610	-76.943068133	301.6		
T	-12.017547857	-76.943258025	301.1		
T	-12.017490270	-76.943417142	301.1		
T	-12.017431050	-76.943544819	301.3		
T	-12.017402881	-76.943640276	301.4		
T	-12.017347053	-76.943831581	301.5		
T	-12.017350233	-76.943894914	301.5		
T	-12.017293707	-76.944086318	301.5		
T	-12.017301145	-76.944244604	301.2		
T	-12.017309822	-76.944434577	300.6		
T	-12.017314381	-76.944529617	300.2		
T	-12.017321978	-76.944688032	299.7		
T	-12.017331098	-76.944878155	299.0		
T	-12.017340216	-76.945068307	298.4		
T	-12.017346296	-76.945195091	297.9		
T	-12.017358630	-76.945480223	296.7		
T	-12.017305579	-76.945736244	295.8		
T	-12.017311823	-76.945863185	295.5		
T	-12.017317953	-76.945990214	295.5		
T	-12.017320942	-76.946053686	295.5		
T	-12.017333091	-76.946307550	295.6		
T	-12.017344534	-76.946529830	295.7		
T	-12.017352883	-76.946688614	295.8		
T	-12.017291045	-76.946755035	295.6		
T	-12.017263424	-76.946883525	295.5		
T	-12.017236707	-76.947012147	295.4		
T	-12.017116096	-76.947240935	295.4		
T	-12.017022075	-76.947341180	295.7		
T	-12.016960820	-76.947439966	295.9		
T	-12.016835101	-76.947574042	296.2		
T	-12.016703088	-76.947580645	296.6		
T	-12.016677584	-76.947742028	296.1		
T	-12.016654191	-76.947935456	295.4		
T	-12.016659769	-76.948063338	295.0		
T	-12.016673987	-76.948318909	294.0		
T	-12.016678641	-76.948414840	293.9		
T	-12.016686324	-76.948574685	293.7		
T	-12.016694006	-76.948734550	293.5		
T	-12.016703245	-76.948926430	293.3		
T	-12.016714035	-76.949150289	293.0		
T	-12.016753788	-76.949276096	293.0		
T	-12.016762346	-76.949435855	293.0		
T	-12.016639295	-76.949604159	293.0		
T	-12.016611343	-76.949702285	293.0		
T	-12.016614804	-76.949766266	293.0		
T	-12.016558131	-76.949962705	293.1		
T	-12.016565869	-76.950123034	292.7		
T	-12.016506512	-76.950288042	292.2		
T	-12.016513733	-76.950448465	291.7		
T	-12.016421948	-76.950615950	291.3		
T	-12.016327752	-76.950719333	291.2		
T	-12.016204824	-76.950954342	292.8		
T	-12.016184276	-76.951116356	295.2		
T	-12.016202917	-76.951274290	297.3		
T	-12.016228412	-76.951430225	299.2		
T	-12.016255408	-76.951585301	300.8		
T	-12.016271573	-76.951710763	303.3		
T	-12.016292204	-76.951867249	308.6		
T	-12.016362973	-76.951990262	311.4		
T	-12.016370597	-76.952052840	313.4		
T	-12.016400508	-76.952303061	321.2		
T	-12.016385619	-76.952397159	324.9		
T	-12.016329050	-76.952553706	332.3		
T	-12.016344642	-76.952645304	335.0		
T	-12.016380648	-76.952858932	341.5		
T	-12.016406531	-76.953011178	346.2		
T	-12.016495427	-76.953158028	348.7		
T	-12.016513952	-76.953280003	352.6		
T	-12.016555706	-76.953402707	353.6		
T	-12.016568297	-76.953526736	353.6		
T	-12.016585534	-76.953778164	353.9		
T	-12.016591950	-76.953969546	354.2		
T	-12.016628465	-76.954126586	353.4		
T	-12.016633459	-76.954254036	351.5		
T	-12.016627768	-76.954354104	349.6		
T	-12.016672966	-76.954682647	341.2		
T	-12.016678667	-76.954842715	337.7		
T	-12.016682795	-76.954971053	334.9		
T	-12.016663386	-76.955177326	329.6		
T	-12.016544631	-76.955184505	333.1		
T	-12.016431973	-76.955333471	331.7		
T	-12.016374131	-76.955481902	328.4		
T	-12.016289972	-76.955663589	324.4		
T	-12.016256208	-76.955766519	321.7		
T	-12.016156278	-76.955942806	323.0		
T	-12.016073961	-76.956142297	327.4		
T	-12.016078728	-76.956304959	329.1		
T	-12.016090147	-76.956364530	329.4		
T	-12.016066031	-76.956545143	332.2		
T	-12.016077235	-76.956719796	334.2		
T	-12.016047570	-76.956836672	337.5		
T	-12.016078840	-76.956981720	339.2		
T	-12.016173857	-76.957038698	337.3		
T	-12.016309564	-76.957152281	335.3		
T	-12.016397783	-76.957293933	335.8		
T	-12.016429940	-76.957436794	338.1		
T	-12.016441387	-76.957527598	338.7		
T	-12.016424387	-76.957671199	336.5		
T	-12.016282765	-76.957826429	337.8		
T	-12.016191986	-76.958050946	336.7		
T	-12.016182172	-76.958157973	335.2		
T	-12.016178553	-76.958226631	334.2		
T	-12.016069560	-76.958459001	333.4		
T	-12.016078152	-76.958585636	330.4		
T	-12.016075397	-76.958700108	328.1		
T	-12.016083883	-76.958793262	325.9		
T	-12.016079332	-76.958963043	322.4		
T	-12.016041644	-76.959192497	318.1		
T	-12.016028922	-76.959269395	315.5		
T	-12.015992215	-76.959432686	310.2		
T	-12.015947847	-76.959771275	298.1		
T	-12.015950674	-76.959937792	291.7		
T	-12.015951900	-76.959970541	290.4		
T	-12.015957319	-76.960168771	288.2		
T	-12.015962778	-76.960367037	286.9		
T	-12.015972268	-76.960629726	285.1		
T	-12.016010999	-76.960755873	284.0		
T	-12.016016532	-76.960886561	283.3		
T	-12.016020680	-76.960984592	283.0		
T	-12.016031428	-76.961212390	282.2		
T	-12.016038162	-76.961375981	281.7		
T	-12.016046239	-76.961572345	281.0		
T	-12.016018827	-76.961707649	280.9		
T	-12.015957350	-76.961814575	281.5		
T	-12.015932367	-76.961947618	281.6		
T	-12.015973807	-76.962139556	280.9		
T	-12.016010215	-76.962233881	280.4		
T	-12.016049599	-76.962393457	279.8		
T	-12.016060037	-76.962621927	279.5		
T	-12.016064509	-76.962719857	279.4		
T	-12.016083015	-76.963007796	279.1		
T	-12.016092953	-76.963203013	278.9		
T	-12.016165840	-76.963322824	278.2		
T	-12.016177066	-76.963481887	278.3		
T	-12.016118351	-76.963586876	278.8		
T	-12.016093870	-76.963753626	279.1		
T	-12.016106541	-76.964014206	279.2		
T	-12.016146510	-76.964139101	279.1		
T	-12.016278477	-76.964118246	278.3		
T	-12.016375270	-76.964036960	277.5		
T	-12.016467142	-76.963857916	276.6		
T	-12.016489274	-76.963728027	276.2		
T	-12.016472560	-76.963506981	275.9		
T	-12.016463946	-76.963379471	275.8		
T	-12.016414055	-76.963129418	276.0		
T	-12.016411156	-76.963098346	276.0		
T	-12.016460649	-76.962832405	275.4		
T	-12.016514535	-76.962630498	274.7		
T	-12.016666401	-76.962312789	273.2		
T	-12.016659750	-76.962149298	273.5		
T	-12.016654432	-76.962018533	273.7		
T	-12.016647074	-76.961855931	274.0		
T	-12.016537931	-76.961676400	275.4		
T	-12.016529730	-76.961514495	276.1		
T	-12.016391073	-76.961369364	278.2		
T	-12.016412435	-76.961138126	278.9		
T	-12.016442226	-76.961001012	279.2		
T	-12.016471970	-76.960796159	279.9		
T	-12.016502107	-76.960625026	281.0		
T	-12.016530748	-76.960489178	281.9		
T	-12.016531570	-76.960285966	283.5		
T	-12.016530306	-76.960151996	284.6		
T	-12.016527396	-76.959986000	286.2		
T	-12.016520815	-76.959722345	293.1		
T	-12.016514301	-76.959526158	298.3		
T	-12.016478966	-76.959274637	305.6		
T	-12.016471321	-76.959124686	309.4		
T	-12.016488331	-76.959010895	310.8		
T	-12.016496330	-76.958771418	314.6		
T	-12.016483721	-76.958681553	316.4		
T	-12.016463203	-76.958564162	319.0		
T	-12.016450413	-76.958440752	321.5		
T	-12.016448418	-76.958209394	325.7		
T	-12.016485907	-76.957883614	330.7		
T	-12.016627266	-76.957661931	330.8		
T	-12.016756965	-76.957580854	329.0		
T	-12.016848145	-76.957442027	326.7		
T	-12.016880752	-76.957325443	322.9		
T	-12.016842142	-76.957154379	319.6		
T	-12.016797215	-76.956953548	315.7		
T	-12.016711058	-76.956842560	315.2		
T	-12.016576674	-76.956793491	318.3		
T	-12.016587515	-76.956704639	315.8		
T	-12.016710572	-76.956447876	310.0		
T	-12.016709334	-76.956282938	309.5		
T	-12.016702945	-76.956121493	309.1		
T	-12.016788822	-76.955788130	307.1		
T	-12.016798490	-76.955485996	315.3		
T	-12.016825242	-76.955274011	320.2		
T	-12.016845103	-76.955099526	324.2		
T	-12.016870397	-76.954903941	327.7		
T	-12.016881473	-76.954637350	332.6		
T	-12.016946955	-76.954500388	332.4		
T	-12.017027957	-76.954271328	333.4		
T	-12.017037927	-76.954071734	335.5		
T	-12.017044267	-76.953939132	335.8		
T	-12.017042192	-76.953810558	336.5		
T	-12.017036470	-76.953683822	337.3		
T	-12.017051229	-76.953462279	337.8		
T	-12.017041775	-76.953336924	338.7		
T	-12.016992925	-76.953249611	337.7		
T	-12.016877889	-76.953136589	337.2		
T	-12.016810157	-76.952959016	332.9		
T	-12.016756835	-76.952840156	329.9		
T	-12.016750970	-76.952809951	329.0		
T	-12.016644767	-76.952570929	322.4		
T	-12.016685488	-76.952476666	318.1		
T	-12.016788392	-76.952378116	314.2		
T	-12.016859181	-76.952216717	309.1		
T	-12.016913884	-76.952117320	306.0		
T	-12.016897056	-76.951927854	301.1		
T	-12.016884711	-76.951769247	296.9		
T	-12.016874602	-76.951609896	294.0		
T	-12.016768064	-76.951490069	293.7		
T	-12.016759810	-76.951362511	293.0		
T	-12.016749493	-76.951203028	292.1		
T	-12.016740521	-76.951010699	291.0		
T	-12.017055045	-76.950666329	290.5		
T	-12.017146889	-76.950499316	291.0		
T	-12.017450413	-76.950030535	292.0		
T	-12.017560780	-76.949640242	292.3		
T	-12.017492309	-76.949580913	292.5		
T	-12.017384818	-76.949396318	292.8		
T	-12.017311715	-76.949241234	292.9		
T	-12.017282058	-76.949306993	292.9		
T	-12.017293350	-76.949529923	292.7		
T	-12.017269269	-76.949691229	292.5		
T	-12.017176354	-76.949793249	292.5		
T	-12.017146959	-76.949859179	292.5		
T	-12.017150245	-76.949922950	292.5		
T	-12.017161752	-76.950146150	292.0		
T	-12.017129057	-76.950148397	292.0		
T	-12.017052106	-76.949929531	292.6		
T	-12.017043785	-76.949770015	292.7		
T	-12.017067959	-76.949608426	292.7		
T	-12.017126554	-76.949476699	292.8		
T	-12.017154193	-76.949379033	292.9		
T	-12.017146363	-76.949219588	293.0		
T	-12.017138678	-76.949060169	293.1		
T	-12.017132532	-76.948932648	293.1		
T	-12.017127923	-76.948837011	293.2		
T	-12.017124845	-76.948773260	293.2		
T	-12.017118713	-76.948645752	293.3		
T	-12.017103416	-76.948327067	293.5		
T	-12.017097188	-76.948199609	293.8		
T	-12.017091160	-76.948072147	294.1		
T	-12.017120897	-76.948006681	294.2		
T	-12.017210011	-76.947810493	294.4		
T	-12.017267707	-76.947648071	294.6		
T	-12.017257875	-76.947457269	294.9		
T	-12.017340950	-76.947134700	295.1		
T	-12.017434488	-76.947034866	295.2		
T	-12.017429961	-76.946939643	295.4		
T	-12.017482961	-76.946682885	295.9		
T	-12.017474848	-76.946524268	295.8		
T	-12.017467323	-76.946365773	295.6		
T	-12.017461115	-76.946238782	295.5		
T	-12.017518719	-76.946077815	295.4		
T	-12.017608988	-76.945915634	295.7		
T	-12.017731581	-76.945752571	296.6		
T	-12.017691655	-76.945595690	297.0		
T	-12.017652586	-76.945438769	297.4		
T	-12.017643668	-76.945249003	298.1		
T	-12.017668685	-76.945089867	298.7		
T	-12.017665646	-76.945026639	298.9		
T	-12.017692171	-76.944899226	299.3		
T	-12.017714115	-76.944677122	300.0		
T	-12.017703478	-76.944456017	300.6		
T	-12.017694306	-76.944266531	301.2		
T	-12.017688192	-76.944140132	301.5		
T	-12.017680783	-76.943982418	301.4		
T	-12.017673359	-76.943824614	301.3		
T	-12.017670391	-76.943761493	301.2		
T	-12.017659884	-76.943540518	301.0		
T	-12.017713025	-76.943287079	300.9		
T	-12.017736547	-76.943097381	301.3		
T	-12.017796900	-76.943001800	301.4		
T	-12.017885151	-76.942811424	301.8		
T	-12.018010040	-76.942715269	301.9		
T	-12.018131578	-76.942556474	302.1		
T	-12.018157921	-76.942430541	302.4		
T	-12.018150415	-76.942273586	303.0		
T	-12.018144408	-76.942148035	303.4		
T	-12.018132142	-76.941896849	304.2		
T	-12.018121412	-76.941677116	305.0		
T	-12.018079987	-76.941488941	305.1		
T	-12.018040335	-76.941332205	305.1		
T	-12.018031327	-76.941143957	305.2		
T	-12.017993016	-76.941018464	305.1		
T	-12.017987049	-76.940892969	305.2		
T	-12.017979657	-76.940736132	305.4		
T	-12.017966695	-76.940454124	306.2		
T	-12.017953231	-76.940171918	307.0		
T	-12.017942904	-76.939952554	307.6		
T	-12.018000168	-76.939796522	307.9		
T	-12.018052839	-76.939546732	308.4		
T	-12.018140180	-76.939359929	308.8		
T	-12.018205915	-76.939391923	308.6		
T	-12.018216514	-76.939610861	308.1		
T	-12.018227151	-76.939829855	307.5		
T	-12.018240597	-76.940111331	306.9		
T	-12.018246227	-76.940236266	306.7		
T	-12.018253684	-76.940392689	306.5		
T	-12.018259653	-76.940517844	306.3		
T	-12.018267111	-76.940674308	306.1		
T	-12.018276064	-76.940862093	305.8		
T	-12.018285025	-76.941049903	305.7		
T	-12.018297029	-76.941300403	305.4		
T	-12.018308771	-76.941550842	305.1		
T	-12.018316339	-76.941707500	304.9		
T	-12.018320937	-76.941801530	304.5		
T	-12.018331670	-76.942020955	303.7		
T	-12.018339334	-76.942177708	303.2		
T	-12.018347000	-76.942334479	302.6		
T	-12.018457280	-76.942615532	301.9		
T	-12.018495514	-76.942740482	301.7		
T	-12.018502574	-76.942896916	301.3		
T	-12.018444186	-76.943023174	301.0		
T	-12.018352197	-76.943118785	300.6		
T	-12.018224800	-76.943152276	300.6		
T	-12.018195547	-76.943215635	300.4		
T	-12.018075365	-76.943406517	300.3		
T	-12.018052062	-76.943595885	300.4		
T	-12.018025731	-76.943722424	300.5		
T	-12.018028746	-76.943785378	300.6		
T	-12.018072234	-76.944005088	300.6		
T	-12.018142739	-76.944129433	300.4		
T	-12.018145401	-76.944192274	300.4		
T	-12.018156242	-76.944412621	300.0		
T	-12.018163694	-76.944569905	299.7		
T	-12.018166570	-76.944632869	299.6		
T	-12.018176631	-76.944853115	299.2		
T	-12.018182639	-76.944979082	299.0		
T	-12.018191752	-76.945168025	299.0		
T	-12.018165543	-76.945295076	299.0		
T	-12.018137749	-76.945390624	298.9		
T	-12.018112559	-76.945549277	298.8		
T	-12.018119044	-76.945675545	298.8		
T	-12.018060965	-76.945835458	298.4		
T	-12.018066948	-76.945961618	298.1		
T	-12.018008316	-76.946090384	297.6		
T	-12.018016013	-76.946248266	297.4		
T	-12.017957316	-76.946377261	297.0		
T	-12.017927945	-76.946441809	296.8		
T	-12.017842815	-76.946698934	296.3		
T	-12.017847429	-76.946793847	296.1		
T	-12.017824240	-76.946985187	295.6		
T	-12.017736139	-76.947179666	295.1		
T	-12.017708588	-76.947276324	294.8		
T	-12.017623523	-76.947534743	294.1		
T	-12.017539590	-76.947825227	293.6		
T	-12.017611822	-76.947948737	293.5		
T	-12.017618344	-76.948075632	293.3		
T	-12.017629465	-76.948297737	292.9		
T	-12.017638233	-76.948488189	292.8		
T	-12.017645543	-76.948646925	292.8		
T	-12.017684112	-76.948772015	292.7		
T	-12.017688443	-76.948867269	292.6		
T	-12.017692776	-76.948962526	292.6		
T	-12.017736791	-76.949214578	292.4		
T	-12.017777988	-76.949403036	292.0		
T	-12.017784127	-76.949530053	291.9		
T	-12.017793500	-76.949720521	291.6		
T	-12.017767409	-76.949849672	291.5		
T	-12.017677966	-76.950015092	291.5		
T	-12.017551285	-76.950087496	291.7		
T	-12.017461904	-76.950253276	291.4		
T	-12.017442481	-76.950510177	290.8		
T	-12.017383890	-76.950642212	290.5		
T	-12.017392785	-76.950833511	290.0		
T	-12.017329818	-76.950902298	290.2		
T	-12.017344366	-76.951189210	291.1		
T	-12.017254574	-76.951356148	291.8		
T	-12.017265061	-76.951547273	292.4		
T	-12.017205995	-76.951680127	293.4		
T	-12.017214489	-76.951839582	297.1		
T	-12.017223396	-76.951934070	299.2		
T	-12.017203640	-76.952062236	302.3		
T	-12.017159066	-76.952255415	307.3		
T	-12.017099308	-76.952323691	309.5		
T	-12.017083391	-76.952603625	316.9		
T	-12.017119635	-76.952719709	319.6		
T	-12.017201262	-76.952859600	321.8		
T	-12.017358709	-76.952966259	321.1		
T	-12.017455686	-76.953054243	320.7		
T	-12.017456147	-76.953150819	322.6		
T	-12.017453028	-76.953410627	325.5		
T	-12.017439442	-76.953610994	323.5		
T	-12.017442923	-76.953966549	319.0		
T	-12.017449666	-76.954125872	316.8		
T	-12.017451747	-76.954287594	313.7		
T	-12.017421371	-76.954452682	311.8		
T	-12.017420545	-76.954518349	310.4		
T	-12.017387362	-76.954685186	308.6		
T	-12.017326506	-76.954885731	307.2		
T	-12.017315569	-76.955055602	304.5		
T	-12.017229085	-76.955223442	305.3		
T	-12.017231578	-76.955484741	300.4		
T	-12.017196112	-76.955621643	299.0		
T	-12.017165411	-76.955656834	299.3		
T	-12.017172333	-76.955850405	295.7		
T	-12.017178760	-76.956077325	296.2		
T	-12.017120466	-76.956245173	298.2		
T	-12.017122980	-76.956375772	298.6		
T	-12.017140937	-76.956628401	298.8		
T	-12.017166838	-76.956809842	301.9		
T	-12.017184724	-76.956929988	304.5		
T	-12.017205895	-76.957047485	307.0		
T	-12.017236886	-76.957191067	309.9		
T	-12.017267640	-76.957334031	312.8		
T	-12.017298693	-76.957476240	315.7		
T	-12.017307822	-76.957667256	313.0		
T	-12.017285442	-76.957815998	310.8		
T	-12.017176021	-76.957936243	311.3		
T	-12.017068209	-76.958055337	311.7		
T	-12.017056762	-76.958163823	309.9		
T	-12.016955696	-76.958344654	308.9		
T	-12.016960669	-76.958474118	307.1		
T	-12.016973605	-76.958630599	304.7		
T	-12.016979567	-76.958692489	303.8		
T	-12.016839261	-76.958894632	304.2		
T	-12.016758498	-76.958959873	305.0		
T	-12.016602162	-76.959297858	302.4		
T	-12.016578704	-76.959518831	297.4		
T	-12.016584779	-76.959681674	293.3		
T	-12.016589084	-76.959812612	290.1		
T	-12.016660980	-76.960067845	284.5		
T	-12.016665843	-76.960232046	283.1		
T	-12.016661346	-76.960472348	281.1		
T	-12.016662869	-76.960606172	279.9		
T	-12.016664391	-76.960740094	278.8		
T	-12.016669220	-76.960938769	277.5		
T	-12.016680340	-76.961165452	276.4		
T	-12.016691459	-76.961392166	275.3		
T	-12.016697816	-76.961521726	274.7		
T	-12.016647074	-76.961855931	274.0		
T	-12.016648663	-76.961888348	273.9		
T	-12.016659750	-76.962149298	273.5		
T	-12.016603103	-76.962387910	273.8		
T	-12.016607106	-76.962486026	273.7		
T	-12.016547125	-76.962626029	274.4		
T	-12.016556462	-76.962786843	274.4		
T	-12.016566041	-76.962947423	274.5		
T	-12.016579450	-76.963172197	274.6		
T	-12.016525326	-76.963340514	275.2		
T	-12.016472560	-76.963506981	275.9		
T	-12.016513788	-76.963629695	275.9		
T	-12.016685957	-76.963801283	275.0		
T	-12.016726893	-76.963924011	275.0		
T	-12.016770139	-76.964078223	275.1		
T	-12.016830885	-76.964039443	274.6		
T	-12.016819211	-76.963881652	274.4		
T	-12.016814540	-76.963818518	274.3		
T	-12.016801851	-76.963559109	273.9		
T	-12.016790857	-76.963366159	273.6		
T	-12.016851215	-76.963259552	273.3		
T	-12.016942625	-76.963115805	272.9		
T	-12.016998976	-76.962945461	272.7		
